"","X","Country","Year","Month","Day","dengue_cases","flu_cases"
"636",636,"Argentina",2015,4,19,116,128
"637",637,"Argentina",2015,4,26,101,136
"638",638,"Argentina",2015,5,3,7,158
"639",639,"Argentina",2015,5,10,8,168
"640",640,"Argentina",2015,5,17,7,176
"641",641,"Argentina",2015,5,24,48,183
"642",642,"Argentina",2015,5,31,51,202
"643",643,"Argentina",2015,6,7,39,235
"644",644,"Argentina",2015,6,14,41,247
"645",645,"Argentina",2015,6,21,36,254
"646",646,"Argentina",2015,6,28,29,237
"647",647,"Argentina",2015,7,5,22,239
"648",648,"Argentina",2015,7,12,17,240
"649",649,"Argentina",2015,7,19,14,252
"650",650,"Argentina",2015,7,26,22,235
"651",651,"Argentina",2015,8,2,24,211
"652",652,"Argentina",2015,8,9,22,199
"653",653,"Bolivia",2002,12,29,101,NA
"654",654,"Bolivia",2003,1,5,143,NA
"655",655,"Bolivia",2003,1,12,176,NA
"656",656,"Bolivia",2003,1,19,173,NA
"657",657,"Bolivia",2003,1,26,146,NA
"658",658,"Bolivia",2003,2,2,16,NA
"659",659,"Bolivia",2003,2,9,225,NA
"660",660,"Bolivia",2003,2,16,109,NA
"661",661,"Bolivia",2003,2,23,147,426
"662",662,"Bolivia",2003,3,2,119,427
"663",663,"Bolivia",2003,3,9,195,460
"664",664,"Bolivia",2003,3,16,289,541
"665",665,"Bolivia",2003,3,23,227,549
"666",666,"Bolivia",2003,3,30,194,647
"667",667,"Bolivia",2003,4,6,121,636
"668",668,"Bolivia",2003,4,13,101,580
"669",669,"Bolivia",2003,4,20,147,537
"670",670,"Bolivia",2003,4,27,97,525
"671",671,"Bolivia",2003,5,4,69,493
"672",672,"Bolivia",2003,5,11,64,560
"673",673,"Bolivia",2003,5,18,53,539
"674",674,"Bolivia",2003,5,25,64,547
"675",675,"Bolivia",2003,6,1,58,567
"676",676,"Bolivia",2003,6,8,42,529
"677",677,"Bolivia",2003,6,15,47,521
"678",678,"Bolivia",2003,6,22,39,526
"679",679,"Bolivia",2003,6,29,38,506
"680",680,"Bolivia",2003,7,6,29,480
"681",681,"Bolivia",2003,7,13,23,475
"682",682,"Bolivia",2003,7,20,21,523
"683",683,"Bolivia",2003,7,27,18,520
"684",684,"Bolivia",2003,8,3,16,566
"685",685,"Bolivia",2003,8,10,19,557
"686",686,"Bolivia",2003,8,17,22,595
"687",687,"Bolivia",2003,8,24,18,578
"688",688,"Bolivia",2003,8,31,18,641
"689",689,"Bolivia",2003,9,7,19,625
"690",690,"Bolivia",2003,9,14,31,613
"691",691,"Bolivia",2003,9,21,41,607
"692",692,"Bolivia",2003,9,28,49,553
"693",693,"Bolivia",2003,10,5,35,475
"694",694,"Bolivia",2003,10,12,44,448
"695",695,"Bolivia",2003,10,19,54,405
"696",696,"Bolivia",2003,10,26,35,366
"697",697,"Bolivia",2003,11,2,32,400
"698",698,"Bolivia",2003,11,9,44,427
"699",699,"Bolivia",2003,11,16,31,424
"700",700,"Bolivia",2003,11,23,3,408
"701",701,"Bolivia",2003,11,30,24,388
"702",702,"Bolivia",2003,12,7,16,368
"703",703,"Bolivia",2003,12,14,12,344
"704",704,"Bolivia",2003,12,21,11,342
"705",705,"Bolivia",2003,12,28,1,319
"706",706,"Bolivia",2004,1,4,1,311
"707",707,"Bolivia",2004,1,11,18,322
"708",708,"Bolivia",2004,1,18,7,343
"709",709,"Bolivia",2004,1,25,91,348
"710",710,"Bolivia",2004,2,1,68,336
"711",711,"Bolivia",2004,2,8,46,321
"712",712,"Bolivia",2004,2,15,34,330
"713",713,"Bolivia",2004,2,22,34,329
"714",714,"Bolivia",2004,2,29,3,314
"715",715,"Bolivia",2004,3,7,28,370
"716",716,"Bolivia",2004,3,14,23,421
"717",717,"Bolivia",2004,3,21,37,450
"718",718,"Bolivia",2004,3,28,56,446
"719",719,"Bolivia",2004,4,4,42,415
"720",720,"Bolivia",2004,4,11,35,451
"721",721,"Bolivia",2004,4,18,4,430
"722",722,"Bolivia",2004,4,25,45,464
"723",723,"Bolivia",2004,5,2,51,449
"724",724,"Bolivia",2004,5,9,49,532
"725",725,"Bolivia",2004,5,16,32,587
"726",726,"Bolivia",2004,5,23,26,583
"727",727,"Bolivia",2004,5,30,32,563
"728",728,"Bolivia",2004,6,6,39,499
"729",729,"Bolivia",2004,6,13,28,459
"730",730,"Bolivia",2004,6,20,24,438
"731",731,"Bolivia",2004,6,27,15,405
"732",732,"Bolivia",2004,7,4,15,383
"733",733,"Bolivia",2004,7,11,15,365
"734",734,"Bolivia",2004,7,18,21,349
"735",735,"Bolivia",2004,7,25,26,397
"736",736,"Bolivia",2004,8,1,25,394
"737",737,"Bolivia",2004,8,8,29,442
"738",738,"Bolivia",2004,8,15,2,418
"739",739,"Bolivia",2004,8,22,17,409
"740",740,"Bolivia",2004,8,29,18,481
"741",741,"Bolivia",2004,9,5,16,605
"742",742,"Bolivia",2004,9,12,14,563
"743",743,"Bolivia",2004,9,19,11,512
"744",744,"Bolivia",2004,9,26,11,461
"745",745,"Bolivia",2004,10,3,12,478
"746",746,"Bolivia",2004,10,10,15,459
"747",747,"Bolivia",2004,10,17,18,409
"748",748,"Bolivia",2004,10,24,21,413
"749",749,"Bolivia",2004,10,31,2,393
"750",750,"Bolivia",2004,11,7,17,428
"751",751,"Bolivia",2004,11,14,16,433
"752",752,"Bolivia",2004,11,21,17,478
"753",753,"Bolivia",2004,11,28,22,459
"754",754,"Bolivia",2004,12,5,19,407
"755",755,"Bolivia",2004,12,12,16,389
"756",756,"Bolivia",2004,12,19,16,355
"757",757,"Bolivia",2004,12,26,15,314
"758",758,"Bolivia",2005,1,2,15,294
"759",759,"Bolivia",2005,1,9,15,281
"760",760,"Bolivia",2005,1,16,2,273
"761",761,"Bolivia",2005,1,23,29,272
"762",762,"Bolivia",2005,1,30,41,275
"763",763,"Bolivia",2005,2,6,38,263
"764",764,"Bolivia",2005,2,13,32,255
"765",765,"Bolivia",2005,2,20,29,269
"766",766,"Bolivia",2005,2,27,18,282
"767",767,"Bolivia",2005,3,6,28,355
"768",768,"Bolivia",2005,3,13,28,378
"769",769,"Bolivia",2005,3,20,24,363
"770",770,"Bolivia",2005,3,27,3,412
"771",771,"Bolivia",2005,4,3,28,509
"772",772,"Bolivia",2005,4,10,51,441
"773",773,"Bolivia",2005,4,17,68,396
"774",774,"Bolivia",2005,4,24,51,430
"775",775,"Bolivia",2005,5,1,44,401
"776",776,"Bolivia",2005,5,8,45,358
"777",777,"Bolivia",2005,5,15,45,373
"778",778,"Bolivia",2005,5,22,45,421
"779",779,"Bolivia",2005,5,29,41,427
"780",780,"Bolivia",2005,6,5,24,401
"781",781,"Bolivia",2005,6,12,3,428
"782",782,"Bolivia",2005,6,19,34,503
"783",783,"Bolivia",2005,6,26,22,559
"784",784,"Bolivia",2005,7,3,14,433
"785",785,"Bolivia",2005,7,10,11,350
"786",786,"Bolivia",2005,7,17,11,307
"787",787,"Bolivia",2005,7,24,7,346
"788",788,"Bolivia",2005,7,31,8,349
"789",789,"Bolivia",2005,8,7,7,337
"790",790,"Bolivia",2005,8,14,9,381
"791",791,"Bolivia",2005,8,21,2,492
"792",792,"Bolivia",2005,8,28,23,566
"793",793,"Bolivia",2005,9,4,3,509
"794",794,"Bolivia",2005,9,11,33,420
"795",795,"Bolivia",2005,9,18,2,385
"796",796,"Bolivia",2005,9,25,24,387
"797",797,"Bolivia",2005,10,2,22,413
"798",798,"Bolivia",2005,10,9,36,422
"799",799,"Bolivia",2005,10,16,26,422
"800",800,"Bolivia",2005,10,23,23,533
"801",801,"Bolivia",2005,10,30,3,517
"802",802,"Bolivia",2005,11,6,24,426
"803",803,"Bolivia",2005,11,13,49,385
"804",804,"Bolivia",2005,11,20,61,387
"805",805,"Bolivia",2005,11,27,52,452
"806",806,"Bolivia",2005,12,4,25,458
"807",807,"Bolivia",2005,12,11,15,365
"808",808,"Bolivia",2005,12,18,17,305
"809",809,"Bolivia",2005,12,25,13,294
"810",810,"Bolivia",2006,1,1,13,250
"811",811,"Bolivia",2006,1,8,1,247
"812",812,"Bolivia",2006,1,15,17,247
"813",813,"Bolivia",2006,1,22,11,234
"814",814,"Bolivia",2006,1,29,9,228
"815",815,"Bolivia",2006,2,5,9,202
"816",816,"Bolivia",2006,2,12,2,197
"817",817,"Bolivia",2006,2,19,16,250
"818",818,"Bolivia",2006,2,26,14,308
"819",819,"Bolivia",2006,3,5,12,373
"820",820,"Bolivia",2006,3,12,16,428
"821",821,"Bolivia",2006,3,19,15,443
"822",822,"Bolivia",2006,3,26,29,431
"823",823,"Bolivia",2006,4,2,21,402
"824",824,"Bolivia",2006,4,9,45,431
"825",825,"Bolivia",2006,4,16,54,509
"826",826,"Bolivia",2006,4,23,69,454
"827",827,"Bolivia",2006,4,30,39,499
"828",828,"Bolivia",2006,5,7,51,491
"829",829,"Bolivia",2006,5,14,41,561
"830",830,"Bolivia",2006,5,21,41,513
"831",831,"Bolivia",2006,5,28,27,513
"832",832,"Bolivia",2006,6,4,22,625
"833",833,"Bolivia",2006,6,11,24,501
"834",834,"Bolivia",2006,6,18,2,419
"835",835,"Bolivia",2006,6,25,28,335
"836",836,"Bolivia",2006,7,2,24,303
"837",837,"Bolivia",2006,7,9,23,281
"838",838,"Bolivia",2006,7,16,15,286
"839",839,"Bolivia",2006,7,23,11,343
"840",840,"Bolivia",2006,7,30,5,381
"841",841,"Bolivia",2006,8,6,6,347
"842",842,"Bolivia",2006,8,13,5,359
"843",843,"Bolivia",2006,8,20,8,477
"844",844,"Bolivia",2006,8,27,16,425
"845",845,"Bolivia",2006,9,3,15,346
"846",846,"Bolivia",2006,9,10,8,342
"847",847,"Bolivia",2006,9,17,7,350
"848",848,"Bolivia",2006,9,24,7,393
"849",849,"Bolivia",2006,10,1,17,410
"850",850,"Bolivia",2006,10,8,43,405
"851",851,"Bolivia",2006,10,15,29,391
"852",852,"Bolivia",2006,10,22,23,419
"853",853,"Bolivia",2006,10,29,18,431
"854",854,"Bolivia",2006,11,5,2,417
"855",855,"Bolivia",2006,11,12,16,367
"856",856,"Bolivia",2006,11,19,14,389
"857",857,"Bolivia",2006,11,26,22,361
"858",858,"Bolivia",2006,12,3,14,332
"859",859,"Bolivia",2006,12,10,12,312
"860",860,"Bolivia",2006,12,17,8,267
"861",861,"Bolivia",2006,12,24,5,235
"862",862,"Bolivia",2006,12,31,4,208
"863",863,"Bolivia",2007,1,7,6,197
"864",864,"Bolivia",2007,1,14,27,186
"865",865,"Bolivia",2007,1,21,37,224
"866",866,"Bolivia",2007,1,28,8,248
"867",867,"Bolivia",2007,2,4,135,232
"868",868,"Bolivia",2007,2,11,145,225
"869",869,"Bolivia",2007,2,18,158,208
"870",870,"Bolivia",2007,2,25,172,245
"871",871,"Bolivia",2007,3,4,202,300
"872",872,"Bolivia",2007,3,11,199,369
"873",873,"Bolivia",2007,3,18,127,425
"874",874,"Bolivia",2007,3,25,107,444
"875",875,"Bolivia",2007,4,1,109,418
"876",876,"Bolivia",2007,4,8,93,411
"877",877,"Bolivia",2007,4,15,82,517
"878",878,"Bolivia",2007,4,22,89,513
"879",879,"Bolivia",2007,4,29,81,521
"880",880,"Bolivia",2007,5,6,46,423
"881",881,"Bolivia",2007,5,13,59,421
"882",882,"Bolivia",2007,5,20,64,401
"883",883,"Bolivia",2007,5,27,49,477
"884",884,"Bolivia",2007,6,3,37,437
"885",885,"Bolivia",2007,6,10,29,524
"886",886,"Bolivia",2007,6,17,22,510
"887",887,"Bolivia",2007,6,24,24,438
"888",888,"Bolivia",2007,7,1,24,368
"889",889,"Bolivia",2007,7,8,17,319
"890",890,"Bolivia",2007,7,15,17,352
"891",891,"Bolivia",2007,7,22,18,355
"892",892,"Bolivia",2007,7,29,19,345
"893",893,"Bolivia",2007,8,5,22,393
"894",894,"Bolivia",2007,8,12,19,441
"895",895,"Bolivia",2007,8,19,19,588
"896",896,"Bolivia",2007,8,26,14,585
"897",897,"Bolivia",2007,9,2,12,384
"898",898,"Bolivia",2007,9,9,13,355
"899",899,"Bolivia",2007,9,16,1,388
"900",900,"Bolivia",2007,9,23,9,420
"901",901,"Bolivia",2007,9,30,1,401
"902",902,"Bolivia",2007,10,7,2,439
"903",903,"Bolivia",2007,10,14,3,467
"904",904,"Bolivia",2007,10,21,21,414
"905",905,"Bolivia",2007,10,28,17,345
"906",906,"Bolivia",2007,11,4,16,329
"907",907,"Bolivia",2007,11,11,14,337
"908",908,"Bolivia",2007,11,18,15,319
"909",909,"Bolivia",2007,11,25,14,318
"910",910,"Bolivia",2007,12,2,16,318
"911",911,"Bolivia",2007,12,9,15,286
"912",912,"Bolivia",2007,12,16,11,261
"913",913,"Bolivia",2007,12,23,1,242
"914",914,"Bolivia",2007,12,30,8,229
"915",915,"Bolivia",2008,1,6,9,232
"916",916,"Bolivia",2008,1,13,22,239
"917",917,"Bolivia",2008,1,20,28,248
"918",918,"Bolivia",2008,1,27,3,225
"919",919,"Bolivia",2008,2,3,28,213
"920",920,"Bolivia",2008,2,10,27,207
"921",921,"Bolivia",2008,2,17,52,236
"922",922,"Bolivia",2008,2,24,33,299
"923",923,"Bolivia",2008,3,2,28,340
"924",924,"Bolivia",2008,3,9,43,341
"925",925,"Bolivia",2008,3,16,33,383
"926",926,"Bolivia",2008,3,23,4,412
"927",927,"Bolivia",2008,3,30,41,490
"928",928,"Bolivia",2008,4,6,64,387
"929",929,"Bolivia",2008,4,13,44,406
"930",930,"Bolivia",2008,4,20,59,429
"931",931,"Bolivia",2008,4,27,46,409
"932",932,"Bolivia",2008,5,4,54,376
"933",933,"Bolivia",2008,5,11,31,396
"934",934,"Bolivia",2008,5,18,27,430
"935",935,"Bolivia",2008,5,25,28,349
"936",936,"Bolivia",2008,6,1,6,365
"937",937,"Bolivia",2008,6,8,36,370
"938",938,"Bolivia",2008,6,15,37,375
"939",939,"Bolivia",2008,6,22,27,360
"940",940,"Bolivia",2008,6,29,18,370
"941",941,"Bolivia",2008,7,6,21,321
"942",942,"Bolivia",2008,7,13,18,290
"943",943,"Bolivia",2008,7,20,14,271
"944",944,"Bolivia",2008,7,27,1,291
"945",945,"Bolivia",2008,8,3,7,309
"946",946,"Bolivia",2008,8,10,7,322
"947",947,"Bolivia",2008,8,17,5,306
"948",948,"Bolivia",2008,8,24,1,316
"949",949,"Bolivia",2008,8,31,17,296
"950",950,"Bolivia",2008,9,7,17,298
"951",951,"Bolivia",2008,9,14,11,300
"952",952,"Bolivia",2008,9,21,8,324
"953",953,"Bolivia",2008,9,28,1,331
"954",954,"Bolivia",2008,10,5,12,347
"955",955,"Bolivia",2008,10,12,14,300
"956",956,"Bolivia",2008,10,19,16,311
"957",957,"Bolivia",2008,10,26,3,359
"958",958,"Bolivia",2008,11,2,21,392
"959",959,"Bolivia",2008,11,9,25,324
"960",960,"Bolivia",2008,11,16,32,293
"961",961,"Bolivia",2008,11,23,36,252
"962",962,"Bolivia",2008,11,30,31,247
"963",963,"Bolivia",2008,12,7,37,249
"964",964,"Bolivia",2008,12,14,35,224
"965",965,"Bolivia",2008,12,21,39,187
"966",966,"Bolivia",2008,12,28,65,179
"967",967,"Bolivia",2009,1,4,123,168
"968",968,"Bolivia",2009,1,11,231,192
"969",969,"Bolivia",2009,1,18,37,226
"970",970,"Bolivia",2009,1,25,548,222
"971",971,"Bolivia",2009,2,1,803,218
"972",972,"Bolivia",2009,2,8,1,204
"973",973,"Bolivia",2009,2,15,852,199
"974",974,"Bolivia",2009,2,22,723,215
"975",975,"Bolivia",2009,3,1,929,256
"976",976,"Bolivia",2009,3,8,753,301
"977",977,"Bolivia",2009,3,15,509,310
"978",978,"Bolivia",2009,3,22,399,307
"979",979,"Bolivia",2009,3,29,301,383
"980",980,"Bolivia",2009,4,5,179,413
"981",981,"Bolivia",2009,4,12,173,402
"982",982,"Bolivia",2009,4,19,142,352
"983",983,"Bolivia",2009,4,26,156,438
"984",984,"Bolivia",2009,5,3,164,387
"985",985,"Bolivia",2009,5,10,143,372
"986",986,"Bolivia",2009,5,17,111,398
"987",987,"Bolivia",2009,5,24,1,376
"988",988,"Bolivia",2009,5,31,84,342
"989",989,"Bolivia",2009,6,7,99,353
"990",990,"Bolivia",2009,6,14,96,398
"991",991,"Bolivia",2009,6,21,74,327
"992",992,"Bolivia",2009,6,28,64,289
"993",993,"Bolivia",2009,7,5,48,266
"994",994,"Bolivia",2009,7,12,55,247
"995",995,"Bolivia",2009,7,19,77,284
"996",996,"Bolivia",2009,7,26,69,325
"997",997,"Bolivia",2009,8,2,49,317
"998",998,"Bolivia",2009,8,9,58,302
"999",999,"Bolivia",2009,8,16,66,284
"1000",1000,"Bolivia",2009,8,23,55,303
"1001",1001,"Bolivia",2009,8,30,66,281
"1002",1002,"Bolivia",2009,9,6,7,289
"1003",1003,"Bolivia",2009,9,13,56,257
"1004",1004,"Bolivia",2009,9,20,34,257
"1005",1005,"Bolivia",2009,9,27,44,291
"1006",1006,"Bolivia",2009,10,4,48,271
"1007",1007,"Bolivia",2009,10,11,49,271
"1008",1008,"Bolivia",2009,10,18,57,241
"1009",1009,"Bolivia",2009,10,25,43,223
"1010",1010,"Bolivia",2009,11,1,37,246
"1011",1011,"Bolivia",2009,11,8,44,256
"1012",1012,"Bolivia",2009,11,15,35,238
"1013",1013,"Bolivia",2009,11,22,43,209
"1014",1014,"Bolivia",2009,11,29,38,191
"1015",1015,"Bolivia",2009,12,6,37,176
"1016",1016,"Bolivia",2009,12,13,27,168
"1017",1017,"Bolivia",2009,12,20,18,144
"1018",1018,"Bolivia",2009,12,27,13,131
"1019",1019,"Bolivia",2010,1,3,11,126
"1020",1020,"Bolivia",2010,1,10,14,123
"1021",1021,"Bolivia",2010,1,17,19,129
"1022",1022,"Bolivia",2010,1,24,24,136
"1023",1023,"Bolivia",2010,1,31,22,134
"1024",1024,"Bolivia",2010,2,7,28,141
"1025",1025,"Bolivia",2010,2,14,31,145
"1026",1026,"Bolivia",2010,2,21,62,156
"1027",1027,"Bolivia",2010,2,28,92,164
"1028",1028,"Bolivia",2010,3,7,81,186
"1029",1029,"Bolivia",2010,3,14,65,210
"1030",1030,"Bolivia",2010,3,21,65,250
"1031",1031,"Bolivia",2010,3,28,47,258
"1032",1032,"Bolivia",2010,4,4,49,285
"1033",1033,"Bolivia",2010,4,11,46,299
"1034",1034,"Bolivia",2010,4,18,36,262
"1035",1035,"Bolivia",2010,4,25,32,250
"1036",1036,"Bolivia",2010,5,2,32,246
"1037",1037,"Bolivia",2010,5,9,26,260
"1038",1038,"Bolivia",2010,5,16,24,255
"1039",1039,"Bolivia",2010,5,23,25,271
"1040",1040,"Bolivia",2010,5,30,28,239
"1041",1041,"Bolivia",2010,6,6,25,314
"1042",1042,"Bolivia",2010,6,13,23,286
"1043",1043,"Bolivia",2010,6,20,18,268
"1044",1044,"Bolivia",2010,6,27,19,229
"1045",1045,"Bolivia",2010,7,4,21,208
"1046",1046,"Bolivia",2010,7,11,15,203
"1047",1047,"Bolivia",2010,7,18,12,197
"1048",1048,"Bolivia",2010,7,25,12,210
"1049",1049,"Bolivia",2010,8,1,15,208
"1050",1050,"Bolivia",2010,8,8,16,237
"1051",1051,"Bolivia",2010,8,15,16,290
"1052",1052,"Bolivia",2010,8,22,11,275
"1053",1053,"Bolivia",2010,8,29,11,280
"1054",1054,"Bolivia",2010,9,5,16,293
"1055",1055,"Bolivia",2010,9,12,16,259
"1056",1056,"Bolivia",2010,9,19,11,275
"1057",1057,"Bolivia",2010,9,26,11,278
"1058",1058,"Bolivia",2010,10,3,21,312
"1059",1059,"Bolivia",2010,10,10,2,288
"1060",1060,"Bolivia",2010,10,17,17,336
"1061",1061,"Bolivia",2010,10,24,15,301
"1062",1062,"Bolivia",2010,10,31,2,239
"1063",1063,"Bolivia",2010,11,7,2,220
"1064",1064,"Bolivia",2010,11,14,18,217
"1065",1065,"Bolivia",2010,11,21,17,222
"1066",1066,"Bolivia",2010,11,28,14,205
"1067",1067,"Bolivia",2010,12,5,12,168
"1068",1068,"Bolivia",2010,12,12,12,150
"1069",1069,"Bolivia",2010,12,19,12,137
"1070",1070,"Bolivia",2010,12,26,1,122
"1071",1071,"Bolivia",2011,1,2,14,123
"1072",1072,"Bolivia",2011,1,9,51,119
"1073",1073,"Bolivia",2011,1,16,68,118
"1074",1074,"Bolivia",2011,1,23,58,112
"1075",1075,"Bolivia",2011,1,30,85,112
"1076",1076,"Bolivia",2011,2,6,115,123
"1077",1077,"Bolivia",2011,2,13,101,128
"1078",1078,"Bolivia",2011,2,20,104,153
"1079",1079,"Bolivia",2011,2,27,8,186
"1080",1080,"Bolivia",2011,3,6,8,196
"1081",1081,"Bolivia",2011,3,13,84,247
"1082",1082,"Bolivia",2011,3,20,92,249
"1083",1083,"Bolivia",2011,3,27,96,251
"1084",1084,"Bolivia",2011,4,3,109,243
"1085",1085,"Bolivia",2011,4,10,1,242
"1086",1086,"Bolivia",2011,4,17,89,233
"1087",1087,"Bolivia",2011,4,24,94,253
"1088",1088,"Bolivia",2011,5,1,76,279
"1089",1089,"Bolivia",2011,5,8,58,291
"1090",1090,"Bolivia",2011,5,15,5,297
"1091",1091,"Bolivia",2011,5,22,4,314
"1092",1092,"Bolivia",2011,5,29,46,272
"1093",1093,"Bolivia",2011,6,5,46,291
"1094",1094,"Bolivia",2011,6,12,34,291
"1095",1095,"Bolivia",2011,6,19,27,262
"1096",1096,"Bolivia",2011,6,26,21,249
"1097",1097,"Bolivia",2011,7,3,16,223
"1098",1098,"Bolivia",2011,7,10,11,191
"1099",1099,"Bolivia",2011,7,17,12,185
"1100",1100,"Bolivia",2011,7,24,12,231
"1101",1101,"Bolivia",2011,7,31,9,209
"1102",1102,"Bolivia",2011,8,7,7,223
"1103",1103,"Bolivia",2011,8,14,1,244
"1104",1104,"Bolivia",2011,8,21,13,259
"1105",1105,"Bolivia",2011,8,28,12,271
"1106",1106,"Bolivia",2011,9,4,12,253
"1107",1107,"Bolivia",2011,9,11,11,252
"1108",1108,"Bolivia",2011,9,18,1,224
"1109",1109,"Bolivia",2011,9,25,1,202
"1110",1110,"Bolivia",2011,10,2,1,193
"1111",1111,"Bolivia",2011,10,9,12,192
"1112",1112,"Bolivia",2011,10,16,18,204
"1113",1113,"Bolivia",2011,10,23,19,206
"1114",1114,"Bolivia",2011,10,30,18,200
"1115",1115,"Bolivia",2011,11,6,17,191
"1116",1116,"Bolivia",2011,11,13,15,201
"1117",1117,"Bolivia",2011,11,20,19,186
"1118",1118,"Bolivia",2011,11,27,22,157
"1119",1119,"Bolivia",2011,12,4,19,150
"1120",1120,"Bolivia",2011,12,11,14,139
"1121",1121,"Bolivia",2011,12,18,11,122
"1122",1122,"Bolivia",2011,12,25,16,117
"1123",1123,"Bolivia",2012,1,1,61,105
"1124",1124,"Bolivia",2012,1,8,6,101
"1125",1125,"Bolivia",2012,1,15,58,114
"1126",1126,"Bolivia",2012,1,22,49,120
"1127",1127,"Bolivia",2012,1,29,63,117
"1128",1128,"Bolivia",2012,2,5,87,119
"1129",1129,"Bolivia",2012,2,12,87,119
"1130",1130,"Bolivia",2012,2,19,75,134
"1131",1131,"Bolivia",2012,2,26,77,156
"1132",1132,"Bolivia",2012,3,4,61,170
"1133",1133,"Bolivia",2012,3,11,7,191
"1134",1134,"Bolivia",2012,3,18,61,235
"1135",1135,"Bolivia",2012,3,25,55,244
"1136",1136,"Bolivia",2012,4,1,47,215
"1137",1137,"Bolivia",2012,4,8,45,225
"1138",1138,"Bolivia",2012,4,15,44,242
"1139",1139,"Bolivia",2012,4,22,38,220
"1140",1140,"Bolivia",2012,4,29,34,208
"1141",1141,"Bolivia",2012,5,6,37,232
"1142",1142,"Bolivia",2012,5,13,24,254
"1143",1143,"Bolivia",2012,5,20,23,227
"1144",1144,"Bolivia",2012,5,27,2,265
"1145",1145,"Bolivia",2012,6,3,16,250
"1146",1146,"Bolivia",2012,6,10,15,276
"1147",1147,"Bolivia",2012,6,17,16,228
"1148",1148,"Bolivia",2012,6,24,11,235
"1149",1149,"Bolivia",2012,7,1,9,203
"1150",1150,"Bolivia",2012,7,8,8,207
"1151",1151,"Bolivia",2012,7,15,8,203
"1152",1152,"Bolivia",2012,7,22,8,186
"1153",1153,"Bolivia",2012,7,29,5,195
"1154",1154,"Bolivia",2012,8,5,5,178
"1155",1155,"Bolivia",2012,8,12,1,225
"1156",1156,"Bolivia",2012,8,19,12,232
"1157",1157,"Bolivia",2012,8,26,14,245
"1158",1158,"Bolivia",2012,9,2,12,221
"1159",1159,"Bolivia",2012,9,9,9,267
"1160",1160,"Bolivia",2012,9,16,9,202
"1161",1161,"Bolivia",2012,9,23,6,175
"1162",1162,"Bolivia",2012,9,30,12,193
"1163",1163,"Bolivia",2012,10,7,14,183
"1164",1164,"Bolivia",2012,10,14,12,204
"1165",1165,"Bolivia",2012,10,21,15,177
"1166",1166,"Bolivia",2012,10,28,14,177
"1167",1167,"Bolivia",2012,11,4,13,172
"1168",1168,"Bolivia",2012,11,11,13,177
"1169",1169,"Bolivia",2012,11,18,1,178
"1170",1170,"Bolivia",2012,11,25,9,172
"1171",1171,"Bolivia",2012,12,2,14,162
"1172",1172,"Bolivia",2012,12,9,15,137
"1173",1173,"Bolivia",2012,12,16,9,126
"1174",1174,"Bolivia",2012,12,23,8,116
"1175",1175,"Bolivia",2012,12,30,6,120
"1176",1176,"Bolivia",2013,1,6,12,119
"1177",1177,"Bolivia",2013,1,13,21,119
"1178",1178,"Bolivia",2013,1,20,15,111
"1179",1179,"Bolivia",2013,1,27,11,110
"1180",1180,"Bolivia",2013,2,3,15,106
"1181",1181,"Bolivia",2013,2,10,13,103
"1182",1182,"Bolivia",2013,2,17,25,124
