"","X","Country","Year","Month","Day","dengue_cases","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"1187",1187,"Bolivia",2013,6,23,5,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1188",1188,"Bolivia",2013,6,30,4,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1189",1189,"Bolivia",2013,4,21,18,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1190",1190,"Bolivia",2013,7,7,3,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1191",1191,"Bolivia",2013,12,15,3,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1192",1192,"Bolivia",2013,12,8,5,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1193",1193,"Bolivia",2013,4,14,23,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1194",1194,"Bolivia",2013,7,14,2,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1195",1195,"Bolivia",2013,4,7,15,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1196",1196,"Bolivia",2013,7,21,3,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1197",1197,"Bolivia",2013,7,28,2,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1198",1198,"Bolivia",2013,3,31,19,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1199",1199,"Bolivia",2013,12,1,7,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1200",1200,"Bolivia",2013,11,24,9,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1201",1201,"Bolivia",2013,3,24,23,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1202",1202,"Bolivia",2013,8,4,4,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1203",1203,"Bolivia",2013,3,17,22,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1204",1204,"Bolivia",2013,3,10,14,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1205",1205,"Bolivia",2013,8,11,6,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1206",1206,"Bolivia",2013,8,18,4,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1207",1207,"Bolivia",2013,11,17,8,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1208",1208,"Bolivia",2013,11,10,9,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1209",1209,"Bolivia",2013,3,3,18,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1210",1210,"Bolivia",2013,2,24,22,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1211",1211,"Bolivia",2013,8,25,5,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1212",1212,"Bolivia",2013,2,17,25,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1213",1213,"Bolivia",2013,11,3,12,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1214",1214,"Bolivia",2013,9,1,7,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1215",1215,"Bolivia",2013,9,8,6,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1216",1216,"Bolivia",2013,2,10,13,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1217",1217,"Bolivia",2013,10,27,14,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1218",1218,"Bolivia",2013,2,3,15,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1219",1219,"Bolivia",2013,1,27,11,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1220",1220,"Bolivia",2013,9,15,7,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1221",1221,"Bolivia",2013,10,20,12,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1222",1222,"Bolivia",2013,1,20,15,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1223",1223,"Bolivia",2013,9,22,7,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1224",1224,"Bolivia",2013,9,29,8,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1225",1225,"Bolivia",2013,10,13,14,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1226",1226,"Bolivia",2013,1,6,12,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1227",1227,"Bolivia",2013,10,6,8,32.8,72.7,3.22,10399931,NA,"Americas","South America"
"1228",1228,"Bolivia",2014,8,17,12,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1229",1229,"Bolivia",2014,11,9,11,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1230",1230,"Bolivia",2014,11,2,14,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1231",1231,"Bolivia",2014,11,16,18,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1232",1232,"Bolivia",2014,1,5,8,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1233",1233,"Bolivia",2014,1,12,1,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1234",1234,"Bolivia",2014,10,26,19,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1235",1235,"Bolivia",2014,1,19,25,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1236",1236,"Bolivia",2014,1,26,26,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1237",1237,"Bolivia",2014,2,2,39,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1238",1238,"Bolivia",2014,10,19,17,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1239",1239,"Bolivia",2014,2,9,34,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1240",1240,"Bolivia",2014,11,23,9,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1241",1241,"Bolivia",2014,2,16,39,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1242",1242,"Bolivia",2014,2,23,43,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1243",1243,"Bolivia",2014,3,2,42,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1244",1244,"Bolivia",2014,3,9,44,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1245",1245,"Bolivia",2014,3,16,35,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1246",1246,"Bolivia",2014,10,12,17,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1247",1247,"Bolivia",2014,3,23,41,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1248",1248,"Bolivia",2014,11,30,5,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1249",1249,"Bolivia",2014,3,30,47,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1250",1250,"Bolivia",2014,4,6,45,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1251",1251,"Bolivia",2014,10,5,9,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1252",1252,"Bolivia",2014,4,13,3,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1253",1253,"Bolivia",2014,9,28,11,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1254",1254,"Bolivia",2014,4,20,28,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1255",1255,"Bolivia",2014,4,27,25,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1256",1256,"Bolivia",2014,12,7,1,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1257",1257,"Bolivia",2014,5,4,24,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1258",1258,"Bolivia",2014,5,11,26,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1259",1259,"Bolivia",2014,5,18,23,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1260",1260,"Bolivia",2014,5,25,15,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1261",1261,"Bolivia",2014,9,21,8,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1262",1262,"Bolivia",2014,6,1,14,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1263",1263,"Bolivia",2014,6,8,11,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1264",1264,"Bolivia",2014,9,14,1,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1265",1265,"Bolivia",2014,6,15,9,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1266",1266,"Bolivia",2014,12,14,0,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1267",1267,"Bolivia",2014,6,22,8,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1268",1268,"Bolivia",2014,6,29,7,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1269",1269,"Bolivia",2014,9,7,9,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1270",1270,"Bolivia",2014,7,6,6,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1271",1271,"Bolivia",2014,7,13,0,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1272",1272,"Bolivia",2014,7,20,0,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1273",1273,"Bolivia",2014,7,27,0,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1274",1274,"Bolivia",2014,8,31,11,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1275",1275,"Bolivia",2014,8,3,1,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1276",1276,"Bolivia",2014,8,10,15,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1277",1277,"Bolivia",2014,12,28,0,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1278",1278,"Bolivia",2014,12,21,0,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1279",1279,"Bolivia",2014,8,24,9,31.7,72.9,3.18,10561887,NA,"Americas","South America"
"1280",1280,"Bolivia",2015,3,22,23,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1281",1281,"Bolivia",2015,4,26,31,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1282",1282,"Bolivia",2015,2,15,1,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1283",1283,"Bolivia",2015,6,14,1,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1284",1284,"Bolivia",2015,6,7,13,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1285",1285,"Bolivia",2015,7,19,1,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1286",1286,"Bolivia",2015,5,17,2,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1287",1287,"Bolivia",2015,3,15,25,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1288",1288,"Bolivia",2015,5,24,15,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1289",1289,"Bolivia",2015,6,28,7,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1290",1290,"Bolivia",2015,4,19,26,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1291",1291,"Bolivia",2015,8,2,5,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1292",1292,"Bolivia",2015,1,11,0,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1293",1293,"Bolivia",2015,3,1,22,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1294",1294,"Bolivia",2015,4,12,32,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1295",1295,"Bolivia",2015,3,8,19,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1296",1296,"Bolivia",2015,2,1,8,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1297",1297,"Bolivia",2015,7,26,5,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1298",1298,"Bolivia",2015,5,10,2,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1299",1299,"Bolivia",2015,7,5,4,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1300",1300,"Bolivia",2015,1,25,4,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1301",1301,"Bolivia",2015,2,22,19,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1302",1302,"Bolivia",2015,1,4,0,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1303",1303,"Bolivia",2015,4,5,26,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1304",1304,"Bolivia",2015,8,9,8,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1305",1305,"Bolivia",2015,7,12,1,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1306",1306,"Bolivia",2015,1,18,3,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1307",1307,"Bolivia",2015,2,8,9,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1308",1308,"Bolivia",2015,3,29,2,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1309",1309,"Bolivia",2015,6,21,7,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1310",1310,"Bolivia",2015,5,3,22,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1311",1311,"Bolivia",2015,5,31,12,30.6,73.2,3.14,10724705,NA,"Americas","South America"
"1312",1312,"Brazil",2002,12,29,73,24.3,71.4,2.26,181045592,670512665737,"Americas","South America"
"1313",1313,"Brazil",2003,9,28,16,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1314",1314,"Brazil",2003,2,23,205,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1315",1315,"Brazil",2003,8,17,32,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1316",1316,"Brazil",2003,1,19,17,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1317",1317,"Brazil",2003,6,1,8,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1318",1318,"Brazil",2003,10,5,2,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1319",1319,"Brazil",2003,4,27,104,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1320",1320,"Brazil",2003,11,2,38,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1321",1321,"Brazil",2003,10,12,41,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1322",1322,"Brazil",2003,8,10,36,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1323",1323,"Brazil",2003,3,2,142,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1324",1324,"Brazil",2003,10,26,34,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1325",1325,"Brazil",2003,6,29,56,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1326",1326,"Brazil",2003,3,23,17,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1327",1327,"Brazil",2003,8,3,44,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1328",1328,"Brazil",2003,1,5,98,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1329",1329,"Brazil",2003,2,9,179,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1330",1330,"Brazil",2003,5,11,67,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1331",1331,"Brazil",2003,6,8,62,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1332",1332,"Brazil",2003,11,16,46,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1333",1333,"Brazil",2003,3,9,28,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1334",1334,"Brazil",2003,6,22,73,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1335",1335,"Brazil",2003,7,20,52,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1336",1336,"Brazil",2003,5,4,89,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1337",1337,"Brazil",2003,4,13,15,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1338",1338,"Brazil",2003,4,20,104,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1339",1339,"Brazil",2003,10,19,26,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1340",1340,"Brazil",2003,1,26,138,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1341",1341,"Brazil",2003,7,13,15,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1342",1342,"Brazil",2003,3,16,162,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1343",1343,"Brazil",2003,4,6,134,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1344",1344,"Brazil",2003,5,18,109,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1345",1345,"Brazil",2003,3,30,176,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1346",1346,"Brazil",2003,6,15,36,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1347",1347,"Brazil",2003,7,6,18,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1348",1348,"Brazil",2003,1,12,119,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1349",1349,"Brazil",2003,5,25,71,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1350",1350,"Brazil",2003,2,2,202,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1351",1351,"Brazil",2003,9,7,18,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1352",1352,"Brazil",2003,11,30,63,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1353",1353,"Brazil",2003,8,31,11,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1354",1354,"Brazil",2003,2,16,239,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1355",1355,"Brazil",2003,12,7,6,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1356",1356,"Brazil",2003,9,14,34,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1357",1357,"Brazil",2003,12,14,55,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1358",1358,"Brazil",2003,11,23,68,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1359",1359,"Brazil",2003,9,21,15,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1360",1360,"Brazil",2003,8,24,34,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1361",1361,"Brazil",2003,12,21,53,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1362",1362,"Brazil",2003,7,27,13,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1363",1363,"Brazil",2003,12,28,49,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1364",1364,"Brazil",2003,11,9,38,22.5,71.7,2.2,183627339,678217761979,"Americas","South America"
"1365",1365,"Brazil",2004,8,22,2,21,72,2.14,186116363,716959543489,"Americas","South America"
"1366",1366,"Brazil",2004,11,21,78,21,72,2.14,186116363,716959543489,"Americas","South America"
"1367",1367,"Brazil",2004,8,15,18,21,72,2.14,186116363,716959543489,"Americas","South America"
"1368",1368,"Brazil",2004,11,28,57,21,72,2.14,186116363,716959543489,"Americas","South America"
"1369",1369,"Brazil",2004,8,8,13,21,72,2.14,186116363,716959543489,"Americas","South America"
"1370",1370,"Brazil",2004,8,1,26,21,72,2.14,186116363,716959543489,"Americas","South America"
"1371",1371,"Brazil",2004,12,5,32,21,72,2.14,186116363,716959543489,"Americas","South America"
"1372",1372,"Brazil",2004,7,25,17,21,72,2.14,186116363,716959543489,"Americas","South America"
"1373",1373,"Brazil",2004,12,12,33,21,72,2.14,186116363,716959543489,"Americas","South America"
"1374",1374,"Brazil",2004,7,18,1,21,72,2.14,186116363,716959543489,"Americas","South America"
"1375",1375,"Brazil",2004,12,19,4,21,72,2.14,186116363,716959543489,"Americas","South America"
"1376",1376,"Brazil",2004,7,11,28,21,72,2.14,186116363,716959543489,"Americas","South America"
"1377",1377,"Brazil",2004,12,26,45,21,72,2.14,186116363,716959543489,"Americas","South America"
"1378",1378,"Brazil",2004,7,4,17,21,72,2.14,186116363,716959543489,"Americas","South America"
"1379",1379,"Brazil",2004,6,27,32,21,72,2.14,186116363,716959543489,"Americas","South America"
"1380",1380,"Brazil",2004,6,20,22,21,72,2.14,186116363,716959543489,"Americas","South America"
"1381",1381,"Brazil",2004,6,13,24,21,72,2.14,186116363,716959543489,"Americas","South America"
"1382",1382,"Brazil",2004,6,6,32,21,72,2.14,186116363,716959543489,"Americas","South America"
"1383",1383,"Brazil",2004,5,30,3,21,72,2.14,186116363,716959543489,"Americas","South America"
"1384",1384,"Brazil",2004,5,23,4,21,72,2.14,186116363,716959543489,"Americas","South America"
"1385",1385,"Brazil",2004,5,16,31,21,72,2.14,186116363,716959543489,"Americas","South America"
"1386",1386,"Brazil",2004,5,9,43,21,72,2.14,186116363,716959543489,"Americas","South America"
"1387",1387,"Brazil",2004,5,2,39,21,72,2.14,186116363,716959543489,"Americas","South America"
"1388",1388,"Brazil",2004,4,25,27,21,72,2.14,186116363,716959543489,"Americas","South America"
"1389",1389,"Brazil",2004,4,18,67,21,72,2.14,186116363,716959543489,"Americas","South America"
"1390",1390,"Brazil",2004,4,11,54,21,72,2.14,186116363,716959543489,"Americas","South America"
"1391",1391,"Brazil",2004,4,4,71,21,72,2.14,186116363,716959543489,"Americas","South America"
"1392",1392,"Brazil",2004,3,28,96,21,72,2.14,186116363,716959543489,"Americas","South America"
"1393",1393,"Brazil",2004,3,21,85,21,72,2.14,186116363,716959543489,"Americas","South America"
"1394",1394,"Brazil",2004,3,14,71,21,72,2.14,186116363,716959543489,"Americas","South America"
"1395",1395,"Brazil",2004,3,7,96,21,72,2.14,186116363,716959543489,"Americas","South America"
"1396",1396,"Brazil",2004,2,29,85,21,72,2.14,186116363,716959543489,"Americas","South America"
"1397",1397,"Brazil",2004,2,22,88,21,72,2.14,186116363,716959543489,"Americas","South America"
"1398",1398,"Brazil",2004,2,15,77,21,72,2.14,186116363,716959543489,"Americas","South America"
"1399",1399,"Brazil",2004,2,8,67,21,72,2.14,186116363,716959543489,"Americas","South America"
"1400",1400,"Brazil",2004,2,1,69,21,72,2.14,186116363,716959543489,"Americas","South America"
"1401",1401,"Brazil",2004,1,25,57,21,72,2.14,186116363,716959543489,"Americas","South America"
"1402",1402,"Brazil",2004,1,18,72,21,72,2.14,186116363,716959543489,"Americas","South America"
"1403",1403,"Brazil",2004,1,11,95,21,72,2.14,186116363,716959543489,"Americas","South America"
"1404",1404,"Brazil",2004,1,4,85,21,72,2.14,186116363,716959543489,"Americas","South America"
"1405",1405,"Brazil",2004,10,10,15,21,72,2.14,186116363,716959543489,"Americas","South America"
"1406",1406,"Brazil",2004,10,3,21,21,72,2.14,186116363,716959543489,"Americas","South America"
"1407",1407,"Brazil",2004,10,17,45,21,72,2.14,186116363,716959543489,"Americas","South America"
"1408",1408,"Brazil",2004,9,26,26,21,72,2.14,186116363,716959543489,"Americas","South America"
"1409",1409,"Brazil",2004,10,24,41,21,72,2.14,186116363,716959543489,"Americas","South America"
"1410",1410,"Brazil",2004,9,19,22,21,72,2.14,186116363,716959543489,"Americas","South America"
"1411",1411,"Brazil",2004,10,31,47,21,72,2.14,186116363,716959543489,"Americas","South America"
"1412",1412,"Brazil",2004,9,12,19,21,72,2.14,186116363,716959543489,"Americas","South America"
"1413",1413,"Brazil",2004,9,5,31,21,72,2.14,186116363,716959543489,"Americas","South America"
"1414",1414,"Brazil",2004,11,7,46,21,72,2.14,186116363,716959543489,"Americas","South America"
"1415",1415,"Brazil",2004,8,29,19,21,72,2.14,186116363,716959543489,"Americas","South America"
"1416",1416,"Brazil",2004,11,14,59,21,72,2.14,186116363,716959543489,"Americas","South America"
"1417",1417,"Brazil",2005,2,13,86,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1418",1418,"Brazil",2005,5,8,59,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1419",1419,"Brazil",2005,1,16,7,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1420",1420,"Brazil",2005,7,3,42,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1421",1421,"Brazil",2005,1,23,62,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1422",1422,"Brazil",2005,10,23,43,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1423",1423,"Brazil",2005,7,10,34,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1424",1424,"Brazil",2005,2,6,74,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1425",1425,"Brazil",2005,4,3,67,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1426",1426,"Brazil",2005,1,9,57,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1427",1427,"Brazil",2005,12,18,43,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1428",1428,"Brazil",2005,10,16,48,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1429",1429,"Brazil",2005,7,17,35,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1430",1430,"Brazil",2005,11,27,32,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1431",1431,"Brazil",2005,7,24,51,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1432",1432,"Brazil",2005,10,9,3,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1433",1433,"Brazil",2005,4,10,57,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1434",1434,"Brazil",2005,5,15,63,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1435",1435,"Brazil",2005,7,31,49,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1436",1436,"Brazil",2005,5,22,5,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1437",1437,"Brazil",2005,8,7,52,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1438",1438,"Brazil",2005,10,2,28,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1439",1439,"Brazil",2005,4,17,62,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1440",1440,"Brazil",2005,2,20,72,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1441",1441,"Brazil",2005,2,27,4,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1442",1442,"Brazil",2005,4,24,62,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1443",1443,"Brazil",2005,11,20,69,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1444",1444,"Brazil",2005,9,25,29,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1445",1445,"Brazil",2005,3,20,74,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1446",1446,"Brazil",2005,5,29,67,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1447",1447,"Brazil",2005,8,14,52,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1448",1448,"Brazil",2005,6,5,56,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1449",1449,"Brazil",2005,8,21,26,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1450",1450,"Brazil",2005,9,18,29,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1451",1451,"Brazil",2005,3,27,91,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1452",1452,"Brazil",2005,11,13,67,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1453",1453,"Brazil",2005,3,6,79,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1454",1454,"Brazil",2005,1,2,63,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1455",1455,"Brazil",2005,12,11,27,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1456",1456,"Brazil",2005,8,28,35,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1457",1457,"Brazil",2005,12,25,46,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1458",1458,"Brazil",2005,9,11,25,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1459",1459,"Brazil",2005,9,4,26,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
"1460",1460,"Brazil",2005,6,12,56,19.5,72.4,2.07,188479240,739613124999,"Americas","South America"
